timestamp,function,replicas,ready,pods_running,pods_pending
1775162142,stage-deepspeech,2,2,2,0
1775162142,stage-ffmpeg-0,5,5,5,0
1775162142,stage-ffmpeg-1,2,2,2,0
1775162142,stage-ffmpeg-2,4,4,4,0
1775162142,stage-ffmpeg-3,5,5,5,0
1775162142,stage-librosa,5,5,5,0
1775162142,stage-object-detector,5,5,5,0
1775162150,orchestrator,1,1,1,0
1775162150,stage-deepspeech,2,2,2,0
1775162150,stage-ffmpeg-0,5,5,5,0
1775162150,stage-ffmpeg-1,2,2,2,0
1775162150,stage-ffmpeg-2,4,4,4,0
1775162150,stage-ffmpeg-3,5,5,5,0
1775162150,stage-librosa,5,5,5,0
1775162150,stage-object-detector,5,5,5,0
1775162158,orchestrator,1,1,1,0
1775162158,stage-deepspeech,2,2,2,0
1775162158,stage-ffmpeg-0,5,5,5,0
1775162158,stage-ffmpeg-1,2,2,2,0
1775162158,stage-ffmpeg-2,4,4,4,0
1775162158,stage-ffmpeg-3,5,5,5,0
1775162158,stage-librosa,5,5,5,0
1775162158,stage-object-detector,5,5,5,0
1775162166,orchestrator,1,1,1,0
1775162166,stage-deepspeech,2,2,2,0
1775162166,stage-ffmpeg-0,5,5,5,0
1775162166,stage-ffmpeg-1,2,2,2,0
1775162166,stage-ffmpeg-2,4,4,4,0
1775162166,stage-ffmpeg-3,5,5,5,0
1775162166,stage-librosa,5,5,5,0
1775162166,stage-object-detector,5,5,5,0
1775162174,orchestrator,1,1,1,0
1775162174,stage-deepspeech,2,2,2,0
1775162174,stage-ffmpeg-0,5,5,5,0
1775162174,stage-ffmpeg-1,2,2,2,0
1775162174,stage-ffmpeg-2,4,4,4,0
1775162174,stage-ffmpeg-3,5,5,5,0
1775162174,stage-librosa,5,5,5,0
1775162174,stage-object-detector,5,5,5,0
1775162182,orchestrator,1,1,1,0
1775162182,stage-deepspeech,2,2,2,0
1775162182,stage-ffmpeg-0,5,5,5,0
1775162182,stage-ffmpeg-1,2,2,2,0
1775162182,stage-ffmpeg-2,4,4,4,2
1775162182,stage-ffmpeg-3,5,5,5,1
1775162182,stage-librosa,5,5,5,1
1775162182,stage-object-detector,5,5,5,1
1775162190,orchestrator,1,1,1,0
1775162190,stage-deepspeech,2,2,2,0
1775162190,stage-ffmpeg-0,5,5,5,0
1775162190,stage-ffmpeg-1,2,2,2,0
1775162190,stage-ffmpeg-2,5,5,5,0
1775162190,stage-ffmpeg-3,5,5,5,0
1775162190,stage-librosa,5,5,5,0
1775162190,stage-object-detector,5,5,5,0
1775162198,orchestrator,1,1,1,0
1775162198,stage-deepspeech,3,2,2,1
1775162198,stage-ffmpeg-0,5,5,5,0
